,PROP_TYPE,ADDRESS,CITY,ZIP,PRICE,LOCATION,SQFT,YR_BUILT,MLS#,LATITUDE,LONGITUDE,PARK_DIST,HOSPITAL_D,RAIL_DIST,BUS_COUNTS,FnB_COUNTS
1023,Single Family Residential,14300 Parthenia,Panorama City,91402,719000,PC - Panorama City,1014.0,1949.0,SR24027616,34.229491,-118.4438604,2292,1866.71386960438,11094,27.0,2.0
1024,Townhouse,5906 Etiwanda Ave #9,Tarzana,91356,720000,TAR - Tarzana,1060.0,1988.0,SR24030116,34.1776975,-118.5304195,3858,1029.60652654528,17144,10.0,10.0
1025,Single Family Residential,837 W 53rd St,Los Angeles,90037,650000,699 - Not Defined,1692.0,1910.0,DW24029713,33.9943571,-118.288451,676,4805.62672388852,3219,27.0,8.0
1026,Single Family Residential,5015 Verona St,East Los Angeles,90022,649800,ELA - East Los Angeles,1015.0,1922.0,DW24029758,34.01955,-118.1616862,6546,828.650802225191,1856,41.0,0.0
1027,Single Family Residential,10321 Lorne St,Sun Valley,91352,730000,SUNV - Sun Valley,672.0,1928.0,SR24029690,34.2165504,-118.3559551,5882,5493.01982404624,6870,12.0,0.0
1028,Multi-Family,144 E Colden Ave,Los Angeles,90003,699000,699 - Not Defined,1789.0,1912.0,PW24028300,33.9489639,-118.275662,1490,5004.4738254245,2783,31.0,1.0
1030,Multi-Family,859 E 80th St,Los Angeles,90001,659999,C36 - Metropolitan Southwest,1879.0,1947.0,DW24029369,33.966704,-118.2587489,1712,4929.02952289,1964,20.0,3.0
1032,Single Family Residential,11648 Rincon Ave,Sylmar,91342,700000,SYL - Sylmar,1272.0,1955.0,SR24027250,34.282355,-118.4554008,938,611.1747765802351,17649,13.0,0.0
1035,Single Family Residential,805 W 56th St,Los Angeles,90037,675000,C34 - Los Angeles Southwest,4000.0,1967.0,IV24028741,33.9916753,-118.2873828,1010,5107.462792816151,3570,31.0,8.0
1037,Condo/Co-op,1738 Silver Lake Blvd #204,Los Angeles,90026,685000,Silver Lake - Echo Park,972.0,1977.0,24-356659,34.0899954,-118.267226,1760,2749.23594717927,2727,6.0,3.0
1038,Single Family Residential,1838 W 66th St,Los Angeles,90047,650000,C34 - Los Angeles Southwest,1441.0,1926.0,PW24028440,33.9789789,-118.3102813,1134,5673.96709685505,2598,40.0,2.0
1039,Condo/Co-op,980 S Oxford Ave #201,Los Angeles,90006,699000,C17 - Mid-Wilshire,1180.0,2008.0,SR24027622,34.0533479,-118.3071531,862,1440.05663467028,1134,43.0,18.0
1040,Single Family Residential,1427 W I St,Wilmington,90744,699500,West Wilmington,1112.0,1939.0,24-356651,33.7800432,-118.2812801,2584,1992.2623899806,9804,10.0,0.0
1042,Multi-Family,1471 E 41st Pl,Los Angeles,90011,649000,C34 - Los Angeles Southwest,2000.0,1923.0,IV24028096,34.0080382,-118.2479305,924,3622.00444094784,858,35.0,1.0
1044,Condo/Co-op,5016 Bakman Ave #413,North Hollywood,91601,738000,NHO - North Hollywood,1510.0,2008.0,TR24027172,34.161524,-118.3770682,2303,5481.73345056038,939,22.0,21.0
1045,Single Family Residential,1463 E 108th St,Los Angeles,90059,649995,WATT - Watts,1178.0,1978.0,DW24027185,33.9381777,-118.2488157,251,2076.93789655243,831,26.0,3.0
1047,Multi-Family,8010 S San Pedro St,Los Angeles,90003,675000,699 - Not Defined,1392.0,1920.0,PW24027599,33.9660826,-118.269031,922,5911.10269372591,3003,24.0,2.0
1048,Multi-Family,440 W Gage Ave W,Los Angeles,90003,650000,C36 - Metropolitan Southwest,2049.0,1921.0,DW24027428,33.9821488,-118.2819102,1654,6217.1302941203,4378,36.0,4.0
1049,Multi-Family,444 W Gage Ave W,Los Angeles,90003,650000,C34 - Los Angeles Southwest,2008.0,1920.0,DW24027907,33.9822414,-118.2820457,1659,6207.14787147926,4390,36.0,4.0
1050,Condo/Co-op,4060 Glencoe Ave #228,Marina Del Rey,90292,669500,Marina Del Rey,690.0,2004.0,24-356393,33.9908509,-118.4427061,1544,1247.54376772344,5602,6.0,21.0
1051,Single Family Residential,735 Orme Ave,Los Angeles,90023,649000,Boyle Heights,1332.0,1922.0,24-354705,34.0333566,-118.2112594,1510,864.0402287788179,1402,28.0,1.0
1054,Single Family Residential,1207 W 58th Pl,Los Angeles,90044,735000,699 - Not Defined,1144.0,1921.0,SR24006849,33.9885733,-118.2961901,1772,5857.824214352249,3854,34.0,8.0
1057,Multi-Family,3121 E Cesar E Chavez Ave,Los Angeles,90063,650000,BOYH - Boyle Heights,1918.0,1918.0,DW24024654,34.042698,-118.1976183,1636,1739.57189180685,1280,21.0,2.0
1058,Single Family Residential,1514 W 30th St,Los Angeles,90007,669900,C16 - Mid Los Angeles,552.0,1922.0,WS24026297,34.0271734,-118.2975891,2541,1708.89346462597,1375,36.0,5.0
1060,Condo/Co-op,5301 Balboa Blvd Unit J6,Encino,91316,660000,ENC - Encino,1711.0,1965.0,SR24023630,34.166985,-118.5013639,1148,2096.18502761505,13867,9.0,4.0
1061,Townhouse,1043 S Kenmore Ave #507,Los Angeles,90006,729000,C17 - Mid-Wilshire,1180.0,2007.0,PW24024775,34.0512194,-118.2971707,1393,1832.37254030863,1493,49.0,15.0
1062,Single Family Residential,5837 4th Ave,Los Angeles,90043,649000,Park Hills Heights,1144.0,1923.0,24-355103,33.9879539,-118.3218456,1158,5791.23387942563,999,32.0,4.0
1063,Multi-Family,1306 W 83rd St,Los Angeles,90044,650000,Metropolitan Southwest,1225.0,1912.0,24-352601,33.9634212,-118.2985673,864,5785.682063913169,4466,23.0,1.0
1064,Mobile/Manufactured Home,2275 W 25th St #126,San Pedro,90732,659900,179 - South Shores,1440.0,1976.0,SB24025265,33.7232394,-118.329803,2487,3419.65514873377,16377,0.0,0.0
1065,Multi-Family,1201 W 54th St,Los Angeles,90037,645000,699 - Not Defined,1894.0,1916.0,SR24025306,33.9934642,-118.2960385,1290,5265.160402014129,3365,25.0,8.0
1066,Townhouse,5279 Newcastle Ave #1,Encino,91316,739000,Encino,1768.0,1966.0,23-334257,34.1663508,-118.5255854,3461,906.8749886909769,16564,19.0,13.0
1067,Single Family Residential,759 E 97th St,Los Angeles,90002,679000,C37 - Metropolitan South,1200.0,1941.0,DW24016859,33.9486215,-118.2609535,1871,3927.76460932127,2159,29.0,9.0
1068,Single Family Residential,2622 E 221st Pl,Carson,90810,689000,140 - East Carson,990.0,1948.0,DW24022420,33.8257496,-118.2239392,6088,4111.01096554173,3198,0.0,0.0
1069,Single Family Residential,1032 W 55 St,Los Angeles,90037,710000,Los Angeles,1637.0,1910.0,P1-16405,33.9920594,-118.2927353,1167,5271.54981959941,3518,26.0,8.0
1070,Condo/Co-op,141 S Clark Dr #326,Los Angeles,90048,668000,Beverly Center-Miracle Mile,740.0,1973.0,24-354691,34.0740625,-118.3851405,4002,540.8771677657751,6217,27.0,13.0
1071,Multi-Family,210 E 120th St,Los Angeles,90061,725000,C34 - Los Angeles Southwest,1605.0,1938.0,PW24000205,33.9233416,-118.2714088,1455,3187.08512277627,883,21.0,0.0
1072,Single Family Residential,1248 E 78th St,Los Angeles,90001,645000,Metropolitan South,1096.0,1964.0,24-354435,33.9678788,-118.2526395,2376,4309.80831927896,1306,17.0,0.0
1073,Condo/Co-op,13044 Pacific Promenade #207,Playa Vista,90094,725000,Playa Vista,916.0,2004.0,24-350831,33.972072,-118.423805,1820,2189.07569892816,5664,8.0,12.0
1074,Multi-Family,7114--7116 Miramonte Blvd,Los Angeles,90001,679900,C37 - Metropolitan South,1164.0,1922.0,DW24023535,33.9752593,-118.2449989,3601,3016.93703439121,280,31.0,0.0
1075,Single Family Residential,6042 Fair Ave,North Hollywood,91606,699000,VG - Valley Glen,988.0,1991.0,P1-16387,34.1806415,-118.374386,906,6056.99033810974,1655,17.0,3.0
1078,Multi-Family,907 E 50th St,Los Angeles,90011,649500,C36 - Metropolitan Southwest,1290.0,1912.0,PW24007604,33.9977883,-118.2597615,161,4112.47841850322,1957,28.0,2.0
1080,Single Family Residential,334 Belmont Ave,Los Angeles,90026,650000,Silver Lake - Echo Park,852.0,1910.0,24-353621,34.0679626,-118.2629661,876,234.673188437823,2045,36.0,10.0
1084,Multi-Family,3565 E 4th St,Los Angeles,90063,675000,BOYH - Boyle Heights,1584.0,1961.0,WS24018367,34.0324421,-118.192924,2689,1532.23192057959,262,23.0,0.0
1086,Multi-Family,6114 Wall St,Los Angeles,90003,699000,C37 - Metropolitan South,2652.0,1922.0,OC24007235,33.9836948,-118.2716355,2362,5345.03637103662,3216,37.0,2.0
1087,Single Family Residential,1248 E 50th St,Los Angeles,90011,649000,C42 - Downtown L.A.,1120.0,1902.0,SR24018197,33.9978165,-118.2530506,853,3399.52487951542,1283,34.0,2.0
1088,Condo/Co-op,11750 W Sunset Blvd #322,Los Angeles,90049,675000,Brentwood,841.0,1965.0,24-352669,34.064025,-118.470961,408,2556.99482862654,4785,10.0,0.0
1089,Single Family Residential,12921 Cook St,Los Angeles,90061,699000,699 - Not Defined,1014.0,1956.0,CV24016855,33.9149571,-118.2709478,2580,3339.90515751273,1795,18.0,0.0
1091,Condo/Co-op,5730 Vineland Ave #108,North Hollywood,91601,699900,NHO - North Hollywood,1208.0,1990.0,BB24011188,34.1749172,-118.369821,1419,5233.56721690361,1161,12.0,6.0
1093,Single Family Residential,1125 Fraser Ave,East Los Angeles,90022,725000,ELA - East Los Angeles,736.0,1924.0,PW24010433,34.0179841,-118.1629752,6536,927.475326490469,2075,43.0,0.0
1094,Single Family Residential,11130 De Garmo Ave,Pacoima,91331,720000,PAC - Pacoima,1157.0,1924.0,SR24016587,34.2721343,-118.4126385,2661,3598.16733215386,14510,19.0,4.0
1095,Condo/Co-op,9433 N Sepulveda Blvd #32,North Hills,91343,714900,NOH - North Hills,1485.0,2024.0,SR24016486,34.2419552,-118.4684441,3615,1935.33830855489,14205,22.0,4.0
1096,Condo/Co-op,6930 De Celis Pl #5,Lake Balboa,91406,670000,Lake Balboa,1615.0,1989.0,224000198,34.1967684,-118.4941225,3033,3468.45425489919,13601,21.0,0.0
1097,Multi-Family,5102 Ithaca Ave,Los Angeles,90032,699000,621 - El Sereno,1672.0,1947.0,PW24008406,34.0721046,-118.1754311,3123,3206.87405122513,4671,17.0,0.0
1098,Townhouse,6738 Encino Ave #1,Van Nuys,91406,721000,Lake Balboa,1378.0,1979.0,24-352035,34.1933507,-118.5134463,3218,3754.52483983064,15573,18.0,0.0
1101,Single Family Residential,5114 Cimarron St,Los Angeles,90062,699900,PHHT - Park Hills Heights,1056.0,1909.0,EV24013213,33.9964877,-118.3157386,572,5281.991819167711,2014,19.0,1.0
1103,Single Family Residential,11973 Adelphia Ave,Pacoima,91331,724999,Pacoima,1435.0,1957.0,23-338477,34.2876981,-118.4110441,4719,4009.9510433859905,16494,9.0,0.0
1104,Townhouse,8025 Redlands St #17,Playa Del Rey,90293,799000,Playa Del Rey,1206.0,1970.0,24-354187,33.9580346,-118.4346953,3506,3254.84311323882,6331,14.0,1.0
1105,Multi-Family,11111 Wilmington Ave,Los Angeles,90059,750000,Metropolitan South,1787.0,1962.0,23-299995,33.9338954,-118.2391941,317,1446.81201353162,766,10.0,0.0
1106,Condo/Co-op,4350 Berryman Ave #4,Los Angeles,90066,689000,Marina Del Rey,938.0,1976.0,23-338347,34.0010019,-118.4146218,2955,3571.57030924494,3974,0.0,8.0
1108,Multi-Family,6800 Denver Ave,Los Angeles,90044,699999,C34 - Los Angeles Southwest,1098.0,1923.0,PW23219846,33.9781579,-118.2834418,1099,6773.08317037566,4510,34.0,7.0
1109,Single Family Residential,889 E Vernon Ave,Los Angeles,90011,799000,Downtown L.A.,672.0,1922.0,23-302839,34.0042672,-118.2601475,565,3504.40475760187,1883,34.0,5.0
1110,Single Family Residential,14111 W Birch Ln,Van Nuys,91405,788000,VN - Van Nuys,1692.0,2016.0,TR24023316,34.2025335,-118.4405654,2274,2459.54145071042,8446,14.0,7.0
1111,Single Family Residential,108 S Dillon St,Los Angeles,90057,649000,671 - Silver Lake,2132.0,1912.0,PW23222334,34.0717717,-118.283055,1419,324.612884632702,1153,40.0,10.0
1112,Single Family Residential,1323 W 80th St,Los Angeles,90044,789000,Metropolitan Southwest,1974.0,1936.0,23-293647,33.9667422,-118.2991403,912,5872.2529551312,4266,19.0,1.0
1113,Condo/Co-op,4813 Oakwood Ave #103,Los Angeles,90004,795000,Hancock Park-Wilshire,1216.0,2017.0,23-299867,34.0774383,-118.3118627,2663,2052.63549183002,2144,30.0,21.0
1114,Multi-Family,913 E 87th St,Los Angeles,90002,829900,C37 - Metropolitan South,2476.0,1933.0,IV23149425,33.9593729,-118.257979,1500,5098.4661622478,1644,25.0,5.0
1115,Single Family Residential,11830 Terra Bella St,Sylmar,91342,784900,SYL - Sylmar,1570.0,1958.0,BB23150386,34.2782615,-118.3905223,2190,5171.51240785045,14855,13.0,2.0
1116,Multi-Family,1086 N Bonnie Beach Pl,Los Angeles,90063,750000,BOYH - Boyle Heights,2355.0,1926.0,DW23131550,34.0497129,-118.1799227,3653,1665.71170308161,2479,22.0,0.0
1117,Single Family Residential,6300 11th Ave,Los Angeles,90043,780000,PHHT - Park Hills Heights,1621.0,1927.0,DW23142040,33.9827939,-118.3291441,602,4794.595362969049,747,24.0,4.0
1118,Single Family Residential,1431 W 49th St,Los Angeles,90062,779000,C36 - Metropolitan Southwest,1260.0,1912.0,DW23086296,33.9993574,-118.3012763,1595,4927.64941920008,2685,22.0,0.0
1123,Single Family Residential,1041 W 76th St,Los Angeles,90044,760000,699 - Not Defined,1070.0,1923.0,DW23119279,33.9712852,-118.2932922,562,6708.96972153494,4753,24.0,1.0
1124,Multi-Family,1057 E 23rd St,Los Angeles,90011,825000,Downtown L.A.,3146.0,1922.0,23-271737,34.0225216,-118.2559857,601,2075.40633989906,578,27.0,2.0
1125,Vacant Land,8637 W Hillside Ave,Los Angeles,90069,749000,Sunset Strip - Hollywood Hills West,3223.827432733158,1962.9808163265307,23-284915,34.1007987,-118.3743406,5052,3386.93693414524,3985,7.0,2.0
1126,Condo/Co-op,980 S Oxford Ave #403,Los Angeles,90006,780000,Mid-Wilshire,1324.0,2008.0,23-276659,34.0533479,-118.3071531,862,1440.05663467028,1134,43.0,18.0
1127,Multi-Family,901 N Ditman Ave,Los Angeles,90063,750000,East LA,1226.0,1928.0,23-270469,34.0462292,-118.1898946,2487,1744.98238797384,1622,30.0,1.0
1128,Multi-Family,1726 W 60th St,Los Angeles,90047,750000,Los Angeles Southwest,1628.0,1922.0,23-270531,33.985672,-118.307782,1128,6498.61565663666,2586,40.0,6.0
1129,Multi-Family,1496 W Vernon Ave,Los Angeles,90062,742000,C34 - Los Angeles Southwest,2107.0,1927.0,AR23068910,34.0034442,-118.3034598,1797,4346.33905666961,2089,27.0,1.0
1130,Multi-Family,705 Mcdonald Ave,Wilmington,90744,810000,West Wilmington,2055.0,1954.0,23-266139,33.7783054,-118.2716424,1657,3028.78700754768,8714,8.0,0.0
1131,Single Family Residential,2014 Magnolia Ave,Los Angeles,90007,785000,C23 - Metropolitan,1326.0,1903.0,MB23069594,34.0376948,-118.2867629,1154,1979.9110068017,1864,47.0,6.0
1132,Vacant Land,2526 Benedict Canyon Dr,Beverly Hills Post Office,90210,795000,Beverly Hills Post Office,3223.827432733158,1962.9808163265307,23-265801,34.117515,-118.435307,1003,5964.06273458736,8629,0.0,0.0
1134,Multi-Family,4815 S Normandie Ave,Los Angeles,90037,750000,Los Angeles Southwest,2208.0,1953.0,22-198713,33.9995369,-118.3004077,1524,4850.16445048543,2695,21.0,0.0
1135,Vacant Land,14745 Mulholland Dr,Los Angeles,90077,800000,Sherman Oaks,3223.827432733158,1962.9808163265307,22-161367,34.132872,-118.45379,1991,3717.7400029786095,9818,0.0,0.0
1136,Vacant Land,6929 Vista Del Mar,Playa Del Rey,90293,750000,C31 - Playa Del Rey,3223.827432733158,1962.9808163265307,SB21215191,33.9572368,-118.4485752,4065,3471.04102763738,7843,6.0,10.0
1138,Single Family Residential,7503 White Oak Ave,Reseda,91335,850000,RES - Reseda,1574.0,1951.0,SR24034256,34.2067326,-118.5188854,5056,2413.67061969657,16631,23.0,1.0
1139,Townhouse,400 W Riverside Dr #8,Burbank,91506,845000,610 - Burbank,1568.0,1978.0,SR24033754,34.1615723,-118.3080676,3843,2320.37368939525,6738,8.0,0.0
1144,Single Family Residential,1465 W 37th Pl,Los Angeles,90018,889900,Los Angeles Southwest,728.0,1912.0,24-359325,34.0204019,-118.302156,2675,2169.76232161955,801,36.0,1.0
1145,Single Family Residential,1858 W 78th Pl,Los Angeles,90047,875000,C34 - Los Angeles Southwest,1279.0,1924.0,PW24033636,33.9679707,-118.3109145,480,4754.1476701823,2966,19.0,1.0
1147,Single Family Residential,1842 W 50th St,Los Angeles,90062,889000,PHHT - Park Hills Heights,1841.0,1912.0,DW24033432,33.9977271,-118.3128609,666,5081.8769615599695,2288,20.0,3.0
1148,Single Family Residential,17202 Keswick St,Van Nuys,91406,870000,Lake Balboa,1102.0,1950.0,24-359211,34.2090973,-118.5079044,4869,3177.17984659193,15582,14.0,1.0
1149,Single Family Residential,1607 262nd St,Harbor City,90710,850000,Harbor City,2336.0,1930.0,24-355991,33.7853229,-118.3045735,5114,1089.60449211707,12465,22.0,3.0
1151,Single Family Residential,6512 Barton Ave,Los Angeles,90038,900000,C20 - Hollywood,812.0,1921.0,WS24033149,34.0875816,-118.3336698,2413,1523.26491453066,1954,25.0,21.0
1152,Single Family Residential,8741 Dalton Ave,Los Angeles,90047,899000,Metropolitan Southwest,1450.0,2016.0,24-348075,33.9577716,-118.3038005,1734,5037.00044838218,4127,26.0,1.0
1155,Single Family Residential,17506 Lorne St,Northridge,91325,880000,NR - Northridge,1789.0,1952.0,SR24032482,34.2170464,-118.514655,6119,2089.3439611649,16677,10.0,0.0
1156,Single Family Residential,9643 Swinton Ave,Northridge,91343,925000,NR - Northridge,1908.0,1958.0,SR24032644,34.2459563,-118.486444,3826,3482.35345168201,16051,19.0,0.0
1163,Single Family Residential,7839 S Halldale Ave,Los Angeles,90047,875000,Los Angeles,1619.0,1930.0,P1-16529,33.9679654,-118.3027461,1247,5566.44986528118,3836,18.0,2.0
1166,Condo/Co-op,1278 S Camden Dr #105,Los Angeles,90035,899000,Beverlywood Vicinity,1234.0,1991.0,24-358247,34.0553593,-118.3994769,2918,3474.30296145302,3537,13.0,7.0
1169,Single Family Residential,3207 W 78th Pl,Los Angeles,90043,855000,C34 - Los Angeles Southwest,1626.0,1936.0,IG24013008,33.9684567,-118.3290053,836,3196.81733336589,1204,14.0,0.0
1171,Condo/Co-op,14144 Dickens St #217,Sherman Oaks,91423,899000,Sherman Oaks,1261.0,1971.0,24-358023,34.1479238,-118.4417265,3745,1872.68859206365,7738,14.0,3.0
1173,Single Family Residential,563 Kendall Ave,Los Angeles,90042,895000,632 - Highland Park,885.0,1947.0,SR24012529,34.1010094,-118.1849243,411,4785.08998132652,1612,0.0,3.0
1174,Townhouse,5327 Coldwater Canyon Ave Unit C,Sherman Oaks,91401,845000,Sherman Oaks,1620.0,1978.0,24-358137,34.1676018,-118.4140511,3844,4064.65485868348,4147,21.0,2.0
1175,Vacant Land,0 Lakme,Wilmington,91722,839900,196 - East Wilmington,3223.827432733158,1962.9808163265307,PW24029628,33.781593,-118.259279,373,4171.789023164671,7406,14.0,0.0
1176,Single Family Residential,9509 S Denker Ave,Los Angeles,90047,899000,Metropolitan Southwest,1742.0,1937.0,24-356765,33.9491652,-118.304892,2351,4832.27563815506,3114,22.0,0.0
1177,Single Family Residential,1811 W 42nd Pl,Los Angeles,90062,859000,Park Hills Heights,1728.0,1914.0,24-358049,34.0065761,-118.311835,1739,3888.38272169382,1611,31.0,9.0
1178,Single Family Residential,11911 S Hoover St,Los Angeles,90044,899900,C34 - Los Angeles Southwest,1560.0,1947.0,RS24031307,33.9245976,-118.2872635,2198,4324.505029035489,740,25.0,2.0
1179,Single Family Residential,2119 Gates St,Los Angeles,90031,849999,677 - Lincoln Hts,854.0,1907.0,DW24031063,34.0696794,-118.2066449,2935,976.876874426556,2156,26.0,7.0
1183,Multi-Family,3035 Winter St,Los Angeles,90063,889000,BOYH - Boyle Heights,1464.0,1924.0,OC24021777,34.0471072,-118.1967577,1746,2047.88219295835,1548,16.0,1.0
1184,Multi-Family,8420 S Broadway,Los Angeles,90003,850000,C37 - Metropolitan South,2520.0,2003.0,DW24030468,33.9626452,-118.2779524,836,6548.24236747771,3889,35.0,3.0
1187,Single Family Residential,17921 Vanowen St,Reseda,91335,880000,RES - Reseda,1770.0,1950.0,GD24027477,34.1941394,-118.5236859,4079,3360.15520860118,16710,19.0,0.0
1193,Single Family Residential,14632 Van Nuys Pl,Panorama City,91402,900000,Panorama City,1368.0,1955.0,224000500,34.246592,-118.4516079,3376,2836.44036842352,13409,18.0,2.0
1195,Single Family Residential,1036 W 96th St,Los Angeles,90044,837000,WLA - West Los Angeles,1785.0,1944.0,DW24029034,33.9484885,-118.2932262,1376,6133.7603140282,2662,30.0,0.0
1196,Single Family Residential,10650 El Dorado Ave,Pacoima,91331,839000,Pacoima,1460.0,1938.0,23-339111,34.2638536,-118.4222753,1554,3015.26510139966,13797,20.0,0.0
1199,Single Family Residential,17156 Gault St,Lake Balboa,91406,839000,LKBL - Lake Balboa,1477.0,1950.0,SR24028615,34.1991236,-118.5075851,3583,4020.28053041394,15129,18.0,0.0
1201,Single Family Residential,15126 W Logos Ct,North Hills,91343,875000,NOH - North Hills,1750.0,2022.0,SR24028241,34.2347785,-118.461628,2791,931.385237284061,12989,16.0,1.0
1203,Multi-Family,4712 S Budlong Ave,Los Angeles,90037,899900,C34 - Los Angeles Southwest,2978.0,1926.0,SR24027642,34.000249,-118.2951648,951,4432.05716726153,2450,25.0,1.0
1204,Single Family Residential,4248 Mcclung Dr,Los Angeles,90008,845000,Park Hills Heights,1351.0,1935.0,24-356667,34.0070644,-118.3336161,1295,4678.65190465716,387,40.0,7.0
1205,Single Family Residential,17869 Hemmingway St,Reseda,91335,834900,RES - Reseda,1200.0,1954.0,SR24028078,34.2131859,-118.5231397,6045,1460.45002595788,17364,12.0,0.0
1207,Multi-Family,5133 Baltimore St,Los Angeles,90042,899000,632 - Highland Park,1800.0,1939.0,GD24027560,34.1185375,-118.2042089,1097,5145.06724910584,1627,10.0,11.0
1210,Multi-Family,914 E 49th Pl,Los Angeles,90011,650000,C37 - Metropolitan South,2096.0,1934.0,DW23222312,33.9982305,-118.2595811,136,4109.42860370538,1918,28.0,3.0
1211,Condo/Co-op,4259-106 Fulton Ave #106,Sherman Oaks,91423,749000,SO - Sherman Oaks,1399.0,1992.0,SR24017235,34.1484313,-118.4230016,3336,3350.5245363784,5808,12.0,4.0
1212,Single Family Residential,849 W 94th St,Los Angeles,90044,650000,C34 - Los Angeles Southwest,852.0,1925.0,SB23214032,33.951199,-118.290983,935,6375.98579817613,3022,23.0,0.0
1214,Single Family Residential,1119 Euclid Ave,Los Angeles,90023,724999,BOYH - Boyle Heights,1748.0,1923.0,CV23205344,34.0259622,-118.2107319,2505,1854.35427813372,2349,36.0,1.0
1215,Townhouse,6021 Lindley Ave #11,Tarzana,91356,769999,Tarzana,1877.0,1975.0,24-348873,34.1795032,-118.5276941,3597,1351.49110345839,16861,7.0,10.0
1217,Multi-Family,1170 E 46th St,Los Angeles,90011,800000,C42 - Downtown L.A.,3220.0,1960.0,SB23227004,34.0017778,-118.2547973,692,3781.3641489917695,1288,35.0,3.0
1219,Multi-Family,1226 W Vernon Ave,Los Angeles,90037,760000,C23 - Metropolitan,2559.0,1926.0,RS24022171,34.0035312,-118.2969224,1277,4188.83312882286,2064,29.0,0.0
1220,Condo/Co-op,9076 Sylmar Ave,Panorama City,91402,694900,PC - Panorama City,1472.0,2007.0,SR23216184,34.2346783,-118.4456997,2554,2202.30327556705,11753,22.0,10.0
1221,Condo/Co-op,13331 Moorpark St #328,Sherman Oaks,91423,795000,SO - Sherman Oaks,1310.0,1984.0,SR24022114,34.151088,-118.4238172,3670,3112.49510296851,5733,18.0,3.0
1222,Multi-Family,1337 Lagoon Ave,Wilmington,90744,665000,195 - West Wilmington,1256.0,1923.0,SB23172419,33.789999,-118.2680363,1100,3087.29843072231,8609,10.0,0.0
1223,Multi-Family,1439 E 51st St,Los Angeles,90011,800000,C37 - Metropolitan South,1840.0,1914.0,DW24021739,33.996907,-118.2489848,1320,2931.92040892254,1025,30.0,1.0
1224,Single Family Residential,14327 Irma Way,Van Nuys,91405,729900,VN - Van Nuys,1426.0,2018.0,SR23214316,34.1977684,-118.4453184,2522,1993.66656592404,8583,23.0,11.0
1226,Condo/Co-op,2165 Valentine St #3,Los Angeles,90026,819000,Silver Lake - Echo Park,1013.0,1937.0,24-352905,34.0904813,-118.2477517,2711,1988.6741036972,3300,10.0,0.0
1227,Single Family Residential,12233 Slater Ave,Los Angeles,90059,679900,C37 - Metropolitan South,1328.0,1946.0,PW23214324,33.9213769,-118.2504522,1623,901.622497646618,1660,12.0,0.0
1228,Single Family Residential,234 W 58th St,Los Angeles,90037,724999,C42 - Downtown L.A.,1323.0,1912.0,SR23198035,33.9895286,-118.2773063,1666,5172.523644503271,3776,44.0,3.0
1229,Multi-Family,1650 W 2nd St,Los Angeles,90026,795000,Downtown L.A.,1752.0,1953.0,24-349003,34.0626134,-118.2654758,1047,924.7440246042819,1341,44.0,15.0
1230,Single Family Residential,3846 W 59th Pl,Los Angeles,90043,675000,Park Hills Heights,908.0,1923.0,23-333169,33.9860578,-118.3415605,1323,4143.39039113806,1229,12.0,0.0
1231,Single Family Residential,9945 Telfair Ave,Pacoima,91331,799000,PAC - Pacoima,1640.0,1952.0,SR24011639,34.2504486,-118.4120886,732,2247.00821508857,11708,17.0,1.0
1232,Townhouse,3711 Baldwin St #1201,Los Angeles,90031,699000,677 - Lincoln Hts,1580.0,2008.0,SR23211634,34.0716529,-118.2011165,3339,1291.40081593495,2486,21.0,4.0
1233,Condo/Co-op,8500 Falmouth Ave #3119,Playa Del Rey,90293,769000,Playa Del Rey,1014.0,1986.0,24-352399,33.958182,-118.436085,3506,3213.69120471422,6487,14.0,1.0
1234,Single Family Residential,2529 Woodstock Rd,Los Angeles,90046,699000,Sunset Strip - Hollywood Hills West,3223.827432733158,1962.9808163265307,23-332894,34.117106,-118.370932,3208,5610.298785240449,3212,2.0,0.0
1236,Condo/Co-op,1044 252nd St #3,Los Angeles,90710,669000,C34 - Los Angeles Southwest,1890.0,1991.0,PW23152030,33.7954668,-118.2943655,4089,903.8601091491031,11417,10.0,0.0
1237,Single Family Residential,1426 W 90th Pl,Los Angeles,90047,799900,C36 - Metropolitan Southwest,1152.0,1924.0,MB24015938,33.9548913,-118.3012578,1735,5260.92972782717,3673,22.0,1.0
1238,Vacant Land,2121 Laurel Canyon Blvd,Los Angeles,90046,650000,Sunset Strip - Hollywood Hills West,3223.827432733158,1962.9808163265307,23-332267,34.1092623,-118.3703403,4210,4598.59591416071,3687,2.0,1.0
1239,Multi-Family,5632 Baltimore St,Los Angeles,90042,815000,Highland Park,1344.0,1910.0,24-351017,34.1170717,-118.1960219,1850,5306.94660090601,878,13.0,9.0
1240,Condo/Co-op,4060 Glencoe Ave #202,Marina Del Rey,90292,664500,Marina Del Rey,690.0,2004.0,23-328501,33.9908509,-118.4427061,1544,1247.54376772344,5602,6.0,21.0
1241,Multi-Family,303 S Walker Ave,San Pedro,90732,799000,Holy Trinity,1192.0,1920.0,24-351922,33.7414135,-118.3044358,1357,414.12294368707103,12916,16.0,0.0
1242,Single Family Residential,13319 S New Hampshire Ave,Gardena,90247,649000,699 - Not Defined,1080.0,1947.0,SB23207911,33.9112567,-118.2932009,3929,2460.82195011263,2343,0.0,0.0
