SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE https://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE,PARK_DIST,HOSPITAL_D,RAIL_DIST,ESCHOOL,HSCHOOL,BUS_COUNTS,FnB_COUNTS
MLS Listing,,Multi-Family (2-4 Unit),4647 W Monroe St,Chicago,IL,60644,299900,4.0,2.0,CHI - Austin,,0,1909,11,,0.00,Active,,,https://www.redfin.com/IL/Chicago/4647-W-Monroe-St-60644/home/13256189,MRED as Distributed by MLS Grid,11966901,N,Y,41.879029500000000,-87.742254300000000,339,2587,1152,HEFFERAN,MARSHALL H,52,1
MLS Listing,,Multi-Family (2-4 Unit),4121 W Wilcox St,Chicago,IL,60624,520000,9.0,3.0,CHI - West Garfield Park,,3125,1902,9,,0.00,Active,,,https://www.redfin.com/IL/Chicago/4121-W-Wilcox-St-60624/home/13256000,MRED as Distributed by MLS Grid,11968275,N,Y,41.878643000000000,-87.728970400000000,444,1929,803,HEFFERAN,MARSHALL H,50,2
MLS Listing,,Multi-Family (2-4 Unit),4316 W Adams St,Chicago,IL,60624,699900,14.0,4.0,CHI - West Garfield Park,,6250,0,12,,0.00,Active,,,https://www.redfin.com/IL/Chicago/4316-W-Adams-St-60624/home/13255451,MRED as Distributed by MLS Grid,11966455.0,N,Y,41.878052600000000,-87.733653300000000,779,2391,1090,HEFFERAN,MARSHALL H,45,2
MLS Listing,,Multi-Family (5+ Unit),4655 W Monroe St,Chicago,IL,60644,1199000,22.0,12.0,CHI - Austin,,8250,1925,241,,0.00,Active,,,https://www.redfin.com/IL/Chicago/4655-W-Monroe-St-60644/home/21880184,MRED as Distributed by MLS Grid,11803590,N,Y,41.878940700000000,-87.742449600000000,333,2562,1137,HEFFERAN,MARSHALL H,52,1
MLS Listing,,Multi-Family (2-4 Unit),421 S Kilbourn Ave,Chicago,IL,60624,99000,4.0,2.0,CHI - West Garfield Park,,3125,0,381,,0.00,Active,,,https://www.redfin.com/IL/Chicago/421-S-Kilbourn-Ave-60624/home/13255785,MRED as Distributed by MLS Grid,11704259.0,N,Y,41.874465600000000,-87.737441600000000,407,2815,961,HEFFERAN,MANLEY HS,49,1
MLS Listing,,Vacant Land,338 S Kostner Ave,Chicago,IL,60624,45000,,,CHI - West Garfield Park,,2613,0,166,,0.00,Active,,,https://www.redfin.com/IL/Chicago/338-S-Kostner-Ave-60624/home/108372395,MRED as Distributed by MLS Grid,11866072,N,Y,41.875737000000000,-87.735618200000000,537,2609,1147,HEFFERAN,MANLEY HS,41,1
MLS Listing,,Vacant Land,4318 W Gladys Ave,Chicago,IL,60624,7000,,,CHI - West Garfield Park,,3049,0,1059,,0.00,Active,,,https://www.redfin.com/IL/Chicago/4318-W-Gladys-Ave-60624/home/13254842,MRED as Distributed by MLS Grid,11019037,N,Y,41.876216000000000,-87.733621600000000,758,2389,956,HEFFERAN,MANLEY HS,48,2
MLS Listing,,Vacant Land,4042 W Gladys Ave,Chicago,IL,60624,29900,,,CHI - West Garfield Park,,3049,0,2697,,0.00,Active,,,https://www.redfin.com/IL/Chicago/4042-W-Gladys-Ave-60624/home/109031040,MRED as Distributed by MLS Grid,9344437,N,Y,41.876426000000000,-87.727259000000000,674,1684,421,HEFFERAN,MANLEY HS,53,1
MLS Listing,,Vacant Land,4451 W Jackson Blvd,Chicago,IL,60624,5000,,,CHI - West Garfield Park,,3049,0,604,,0.00,Active,,,https://www.redfin.com/IL/Chicago/4451-W-Jackson-Blvd-60624/home/179846008,MRED as Distributed by MLS Grid,11431087,N,Y,41.876725900000000,-87.737347500000000,346,2807,1159,HEFFERAN,MANLEY HS,47,1
MLS Listing,,Multi-Family (2-4 Unit),4120 W Gladys Ave,Chicago,IL,60624,159900,6.0,2.0,CHI - West Garfield Park,,3250,1905,16,,0.00,Active,,,https://www.redfin.com/IL/Chicago/4120-W-Gladys-Ave-60624/home/13254497,MRED as Distributed by MLS Grid,11959438,N,Y,41.876411200000000,-87.728898900000000,726,1866,525,HEFFERAN,MANLEY HS,53,1
MLS Listing,,Vacant Land,1349 S Springfield Ave,Chicago,IL,60623,28900,,,CHI - North Lawndale,,3484,0,80,,0.00,Active,,,https://www.redfin.com/IL/Chicago/1349-S-Springfield-Ave-60623/home/13235112,MRED as Distributed by MLS Grid,11932135,N,Y,41.862927700000000,-87.722378000000000,227,2188,1373,HERZL,MANLEY HS,44,3
MLS Listing,,Multi-Family (2-4 Unit),1315 S Lawndale Ave,Chicago,IL,60623,90000,5.0,2.0,CHI - North Lawndale,,3049,1908,209,,0.00,Active,,,https://www.redfin.com/IL/Chicago/1315-S-Lawndale-Ave-60623/home/13234628,MRED as Distributed by MLS Grid,11810399.0,N,Y,41.863990200000000,-87.717511800000000,123,1811,1523,HERZL,MANLEY HS,48,3
MLS Listing,,Vacant Land,3909 W Fillmore St,Chicago,IL,60624,15000,,,CHI - North Lawndale,,3049,0,1592,,0.00,Active,,,https://www.redfin.com/IL/Chicago/3909-W-Fillmore-St-60624/home/40447523,MRED as Distributed by MLS Grid,10438534,N,Y,41.867867600000000,-87.723360800000000,438,1682,934,HERZL,MANLEY HS,35,1
MLS Listing,,Vacant Land,3709 W Grenshaw St,Chicago,IL,60624,7000,,,CHI - North Lawndale,,3049,0,640,,0.00,Active,,,https://www.redfin.com/IL/Chicago/3709-W-Grenshaw-St-60624/home/18244089,MRED as Distributed by MLS Grid,11395676,N,Y,41.866913700000000,-87.718348800000000,396,1447,1320,HERZL,MANLEY HS,40,3
MLS Listing,,Multi-Family (2-4 Unit),3918 W Fillmore St,Chicago,IL,60624,225000,5.0,2.0,CHI - North Lawndale,,3125,1903,106,,0.00,Active,,,https://www.redfin.com/IL/Chicago/3918-W-Fillmore-St-60624/home/186627204,MRED as Distributed by MLS Grid,11861886,N,Y,41.868228700000000,-87.723577700000000,384,1664,876,HERZL,MANLEY HS,37,1
MLS Listing,,Vacant Land,3901 W Roosevelt Rd,Chicago,IL,60624,250000,,,CHI - North Lawndale,,9147,0,23,,0.00,Active,,,https://www.redfin.com/IL/Chicago/3901-W-Roosevelt-Rd-60624/home/145069044,MRED as Distributed by MLS Grid,11961014,N,Y,41.865910000000000,-87.722939000000000,631,1861,1229,HERZL,MANLEY HS,29,1
MLS Listing,,Multi-Family (2-4 Unit),3843 W Fillmore St,Chicago,IL,60624,349900,5.0,2.0,CHI - North Lawndale,,0,1905,14,,0.00,Active,,,https://www.redfin.com/IL/Chicago/3843-W-Fillmore-St-60624/home/13257131,MRED as Distributed by MLS Grid,11965080,N,Y,41.867840200000000,-87.721975600000000,449,1574,991,HERZL,MANLEY HS,34,2
MLS Listing,,Multi-Family (2-4 Unit),3917 W Grenshaw St,Chicago,IL,60624,334900,6.0,3.0,CHI - North Lawndale,,3000,1915,195,,0.00,Active,,,https://www.redfin.com/IL/Chicago/3917-W-Grenshaw-St-60624/home/180759747,MRED as Distributed by MLS Grid,11824372,N,Y,41.866939900000000,-87.723514700000000,576,1790,1065,HERZL,MANLEY HS,34,1
MLS Listing,,Multi-Family (2-4 Unit),1315 S Millard Ave,Chicago,IL,60623,430000,8.0,4.0,CHI - North Lawndale,,4125,1908,1,,0.00,Active,,,https://www.redfin.com/IL/Chicago/1315-S-Millard-Ave-60623/home/184103244,MRED as Distributed by MLS Grid,11966261,N,Y,41.863962900000000,-87.716301300000000,42,1776,1499,HERZL,MANLEY HS,41,3
PAST SALE,,Condo/Co-op,1234 S Central Park Ave,Chicago,IL,60623,0,,,,,0,0,0,,0.00,,,,https://www.redfin.com/IL/Chicago/1234-S-Central-Park-Ave-60623/home/12682759,,,N,Y,41.865190500000000,-87.715713200000000,213,1582,1677,HERZL,MANLEY HS,38,2
MLS Listing,,Vacant Land,1506 S Lawndale Ave,Chicago,IL,60623,6000,,,CHI - North Lawndale,,3049,0,852,,0.00,Active,,,https://www.redfin.com/IL/Chicago/1506-S-Lawndale-Ave-60623/home/18243649,MRED as Distributed by MLS Grid,11238176,N,Y,41.860376300000000,-87.718023100000000,317,2344,1017,HERZL,FARRAGUT H,48,2
MLS Listing,,Multi-Family (5+ Unit),1500 S Lawndale Ave,Chicago,IL,60623,669899,19.0,10.0,CHI - North Lawndale,,3406,1911,3,,0.00,Active,,,https://www.redfin.com/IL/Chicago/1500-S-Lawndale-Ave-60623/home/178521805,MRED as Distributed by MLS Grid,11972530.0,N,Y,41.860665500000000,-87.718050500000000,289,2303,1058,HERZL,FARRAGUT H,46,2
MLS Listing,,Single Family Residential,5618 S Hoyne Ave,Chicago,IL,60636,100000,3.0,2.0,CHI - West Englewood,1165.0,3750,1915,232,86.0,0.00,Active,,,https://www.redfin.com/IL/Chicago/5618-S-Hoyne-Ave-60636/home/13939090,MRED as Distributed by MLS Grid,11811039.0,N,Y,41.791465100000000,-87.676939600000000,611,3746,2127,HENDERSON,HOPE HS,41,0
MLS Listing,,Vacant Land,5539 S Damen Ave,Chicago,IL,60636,39900,,,CHI - West Englewood,,3750,0,68,,0.00,Active,,,https://www.redfin.com/IL/Chicago/5539-S-Damen-Ave-60636/home/187219867,MRED as Distributed by MLS Grid,11937969,N,Y,41.792374300000000,-87.673966700000000,799,4025,2154,HENDERSON,HOPE HS,34,0
MLS Listing,,Single Family Residential,5532 S Seeley Ave,Chicago,IL,60636,49900,3.0,1.0,CHI - West Englewood,792.0,4375,1909,16,63.0,0.00,Active,,,https://www.redfin.com/IL/Chicago/5532-S-Seeley-Ave-60636/home/13939388,MRED as Distributed by MLS Grid,11964432,N,Y,41.792532400000000,-87.675735500000000,701,3949,2037,HENDERSON,HOPE HS,40,0
MLS Listing,,Vacant Land,5538 S Ashland Ave,Chicago,IL,60638,48500,,,CHI - West Englewood,,2777,0,242,,0.00,Active,,,https://www.redfin.com/IL/Chicago/5538-S-Ashland-Ave-60636/home/17558052,MRED as Distributed by MLS Grid,11802480,N,Y,41.792509300000000,-87.664939900000000,639,4117,2028,HENDERSON,HOPE HS,29,1
MLS Listing,,Vacant Land,5755 S Wolcott Ave,Chicago,IL,60636,20000,,,CHI - West Englewood,,3075,0,440,,0.00,Active,,,https://www.redfin.com/IL/Chicago/5755-S-Wolcott-Ave-60636/home/147729768,MRED as Distributed by MLS Grid,11677014,N,Y,41.788704000000000,-87.671390000000000,297,3737,1681,HENDERSON,HOPE HS,40,1
MLS Listing,,Single Family Residential,5756 S Paulina St,Chicago,IL,60636,195000,4.0,2.0,CHI - West Englewood,1836.0,10890,1929,22,106.0,0.00,Contingent,,,https://www.redfin.com/IL/Chicago/5756-S-Paulina-St-60636/home/13938842,MRED as Distributed by MLS Grid,11960397,N,Y,41.788712200000000,-87.667138500000000,166,4051,1503,HENDERSON,HOPE HS,40,1
MLS Listing,,Multi-Family (2-4 Unit),5613 S Wood St,Chicago,IL,60636,174900,5.0,2.0,CHI - West Englewood,,3049,1916,355,,0.00,Active,,,https://www.redfin.com/IL/Chicago/5613-S-Wood-St-60636/home/13937936,MRED as Distributed by MLS Grid,11718991,N,Y,41.791716800000000,-87.669138700000000,619,4246,1995,HENDERSON,HOPE HS,43,1
MLS Listing,,Vacant Land,5533 S Oakley Ave,Chicago,IL,60636,40000,,,CHI - Gage Park,,2650,0,196,,0.00,Active,,,https://www.redfin.com/IL/Chicago/5533-S-Oakley-Ave-60636/home/186174108,MRED as Distributed by MLS Grid,11839555,N,Y,41.792426000000000,-87.680948000000000,150,3697,1863,HENDERSON,GAGE PARK,38,0
MLS Listing,,Vacant Land,5537 S Oakley Ave,Chicago,IL,60636,40000,,,CHI - Gage Park,,2650,0,196,,0.00,Active,,,https://www.redfin.com/IL/Chicago/5537-S-Oakley-Ave-60636/home/186174422,MRED as Distributed by MLS Grid,11839600,N,Y,41.792253300000000,-87.680925500000000,153,3674,1888,HENDERSON,GAGE PARK,39,0
MLS Listing,,Vacant Land,5535 S Oakley Ave,Chicago,IL,60636,40000,,,CHI - Gage Park,,2650,0,196,,0.00,Active,,,https://www.redfin.com/IL/Chicago/5535-S-Oakley-Ave-60636/home/186174317,MRED as Distributed by MLS Grid,11839587,N,Y,41.792357000000000,-87.680946000000000,150,3687,1873,HENDERSON,GAGE PARK,39,0
MLS Listing,,Vacant Land,5531 S Oakley Ave,Chicago,IL,60636,40000,,,CHI - Gage Park,,2650,0,196,,0.00,Active,,,https://www.redfin.com/IL/Chicago/5531-S-Oakley-Ave-60636/home/186173665,MRED as Distributed by MLS Grid,11839525,N,Y,41.792494000000000,-87.680949000000000,150,3707,1853,HENDERSON,GAGE PARK,38,0
MLS Listing,,Vacant Land,4147 S Wells St,Chicago,IL,60609,49900,,,CHI - Fuller Park,,2613,0,447,,0.00,Active,,,https://www.redfin.com/IL/Chicago/4147-S-Wells-St-60609/home/133677465,MRED as Distributed by MLS Grid,11672889,N,Y,41.818575700000000,-87.632098500000000,516,3140,1236,HENDRICKS,PHILLIPS H,46,1
MLS Listing,,Multi-Family (2-4 Unit),4217 S Wells St,Chicago,IL,60609,115000,7.0,3.0,CHI - Fuller Park,,3049,0,163,,0.00,Active,,,https://www.redfin.com/IL/Chicago/4217-S-Wells-St-60609/home/13960257,MRED as Distributed by MLS Grid,11869813,N,Y,41.817638600000000,-87.632047500000000,471,3031,1097,HENDRICKS,PHILLIPS H,42,2
MLS Listing,,Vacant Land,619 W 43rd St,Chicago,IL,60609,188000,,,CHI - New City,,3200,0,173,,0.00,Active,,,https://www.redfin.com/IL/Chicago/619-W-43rd-St-60609/home/13959788,MRED as Distributed by MLS Grid,11860830,N,Y,41.816071900000000,-87.641640900000000,247,3702,1460,HENDRICKS,TILDEN HS,30,3
MLS Listing,,Single Family Residential,506 W 43rd Pl,Chicago,IL,60609,365000,4.0,2.5,CHI - New City,1803.0,3150,1870,108,202.0,0.00,Active,,,https://www.redfin.com/IL/Chicago/506-W-43rd-Pl-60609/home/13960038,MRED as Distributed by MLS Grid,11909589.0,N,Y,41.815594000000000,-87.638803800000000,488,3400,1169,HENDRICKS,TILDEN HS,31,4
MLS Listing,,Parking,4438 N Kedzie Ave Unit G-1,Chicago,IL,60625,30000,,,CHI - Albany Park,,180,2005,862,,0.00,Active,,,https://www.redfin.com/IL/Chicago/4438-N-Kedzie-Ave-60625/unit-G-1/home/26805257,MRED as Distributed by MLS Grid,11229938,N,Y,41.962390800000000,-87.708712900000000,959,1757,554,HENRY,ROOSEVELT,34,21
MLS Listing,,Single Family Residential,4322 N Kimball Ave,Chicago,IL,60618,595000,5.0,3.0,CHI - Irving Park,1200.0,3123,1918,11,496.0,0.00,Active,,,https://www.redfin.com/IL/Chicago/4322-N-Kimball-Ave-60618/home/13484254,MRED as Distributed by MLS Grid,11967206,N,Y,41.960108100000000,-87.713368000000000,1068,2281,1028,HENRY,ROOSEVELT,36,14
MLS Listing,,Single Family Residential,4109 N Central Park Ave,Chicago,IL,60618,388000,4.0,2.0,CHI - Irving Park,1000.0,3125,1900,51,388.0,0.00,Active,,,https://www.redfin.com/IL/Chicago/4109-N-Central-Park-Ave-60618/home/13482534,MRED as Distributed by MLS Grid,11947707.0,N,Y,41.955942400000000,-87.717588700000000,674,2668,1296,HENRY,ROOSEVELT,38,9
MLS Listing,,Multi-Family (2-4 Unit),4205 N Bernard St,Chicago,IL,60618,775000,8.0,3.5,CHI - Irving Park,,3125,1901,33,,0.00,Active,,,https://www.redfin.com/IL/Chicago/4205-N-Bernard-St-60618/home/13484629,MRED as Distributed by MLS Grid,11954525,N,Y,41.957768500000000,-87.714009700000000,1157,2410,1372,HENRY,ROOSEVELT,37,15
MLS Listing,,Single Family Residential,4215 N Saint Louis Ave,Chicago,IL,60618,1150000,4.0,4.0,CHI - Irving Park,2800.0,4726,1906,26,411.0,0.00,Active,,,https://www.redfin.com/IL/Chicago/4215-N-Saint-Louis-Ave-60618/home/183885134,MRED as Distributed by MLS Grid,11957068,N,Y,41.957948500000000,-87.715240400000000,1061,2538,1412,HENRY,ROOSEVELT,39,14
MLS Listing,,Single Family Residential,4200 N Monticello Ave,Chicago,IL,60618,1149000,4.0,4.5,CHI - Irving Park,3741.0,3750,0,96,307.0,0.00,Active,,,https://www.redfin.com/IL/Chicago/4200-N-Monticello-Ave-60618/home/13484417,MRED as Distributed by MLS Grid,11920830,N,Y,41.957567200000000,-87.719439900000000,699,2800,1286,HENRY,ROOSEVELT,40,14
MLS Listing,,Multi-Family (2-4 Unit),4427 S Honore St,Chicago,IL,60609,259999,4.0,2.0,CHI - New City,,2613,0,127,,0.00,Active,,,https://www.redfin.com/IL/Chicago/4427-S-Honore-St-60609/home/13958503,MRED as Distributed by MLS Grid,11886747,N,Y,41.813172800000000,-87.670933100000000,252,6564,1935,LARA,RICHARDS H,20,5
MLS Listing,,Condo/Co-op,3105 W Lawrence Ave #3,Chicago,IL,60625,165000,1.0,1.0,CHI - Albany Park,600.0,0,1924,88,275.0,243.00,Active,,,https://www.redfin.com/IL/Chicago/3105-W-Lawrence-Ave-60625/unit-3/home/12570271,MRED as Distributed by MLS Grid,11922666,N,Y,41.968299400000000,-87.706248200000000,386,1376,439,HIBBARD,ROOSEVELT,25,22
MLS Listing,,Condo/Co-op,4914 N Kedzie Ave Unit 1W,Chicago,IL,60625,190000,2.0,1.0,North Park Village,800.0,0,0,19,238.0,246.00,Active,,,https://www.redfin.com/IL/Chicago/4914-N-Kedzie-Ave-60625/unit-1W/home/12754045,MRED as Distributed by MLS Grid,11961327,N,Y,41.970880000000000,-87.709024600000000,380,1388,637,HIBBARD,ROOSEVELT,39,25
MLS Listing,,Condo/Co-op,3253 W Lawrence Ave Unit 3C,Chicago,IL,60625,177000,1.0,1.0,CHI - Albany Park,,0,1920,68,,184.00,Active,,,https://www.redfin.com/IL/Chicago/3253-W-Lawrence-Ave-60625/unit-3C/home/26805221,MRED as Distributed by MLS Grid,11937155,N,Y,41.968340900000000,-87.710554600000000,663,1732,294,HIBBARD,ROOSEVELT,33,21
MLS Listing,,Condo/Co-op,4941 N Saint Louis Ave Unit 1N,Chicago,IL,60625,179999,2.0,1.0,CHI - Albany Park,857.0,0,0,79,210.0,415.00,Active,,,https://www.redfin.com/IL/Chicago/4941-N-Saint-Louis-Ave-60625/unit-1N/home/187499171,MRED as Distributed by MLS Grid,11933247,N,Y,41.971557800000000,-87.715546600000000,397,2033,606,HIBBARD,ROOSEVELT,47,20
MLS Listing,,Multi-Family (2-4 Unit),3310 W Eastwood Ave,Chicago,IL,60625,899000,7.0,7.0,CHI - Albany Park,,4125,0,62,,0.00,Active,,,https://www.redfin.com/IL/Chicago/3310-W-Eastwood-Ave-60625/home/188464092,MRED as Distributed by MLS Grid,11941190,N,Y,41.965749200000000,-87.711372700000000,1028,2049,287,HIBBARD,ROOSEVELT,42,26
MLS Listing,,Multi-Family (2-4 Unit),4739 N Albany Ave,Chicago,IL,60625,569000,6.0,2.0,CHI - Albany Park,,10890,1913,135,,0.00,Active,,,https://www.redfin.com/IL/Chicago/4739-N-Albany-Ave-60625/home/13490626,MRED as Distributed by MLS Grid,11892289,N,Y,41.967825500000000,-87.705710300000000,369,1391,435,HIBBARD,ROOSEVELT,26,25
MLS Listing,,Multi-Family (5+ Unit),4724 N Troy St,Chicago,IL,60625,1550000,11.0,6.0,CHI - Albany Park,6996.0,5625,1914,9,222.0,0.00,Active,,,https://www.redfin.com/IL/Chicago/4724-N-Troy-St-60625/home/13490263,MRED as Distributed by MLS Grid,11956361,N,Y,41.967475000000000,-87.707560000000000,573,1566,251,HIBBARD,ROOSEVELT,34,25
MLS Listing,,Multi-Family (5+ Unit),4948 N Christiana Ave,Chicago,IL,60625,1849000,18.0,8.0,CHI - Albany Park,,0,1923,16,,0.00,Active,,,https://www.redfin.com/IL/Chicago/4948-N-Christiana-Ave-60625/home/188373546,MRED as Distributed by MLS Grid,11964367,N,Y,41.971715300000000,-87.712595800000000,135,1711,570,HIBBARD,ROOSEVELT,46,25
MLS Listing,,Single Family Residential,5447 N Nagle Ave,Chicago,IL,60630,459000,4.0,2.5,CHI - Jefferson Park,2600.0,3959,1975,32,177.0,0.00,Active,,,https://www.redfin.com/IL/Chicago/5447-N-Nagle-Ave-60630/home/13503445,MRED as Distributed by MLS Grid,11955050,N,Y,41.980655000000000,-87.787501900000000,889,3087,2394,HITCH,TAFT HS,37,4
MLS Listing,,Single Family Residential,5846 N Mobile Ave,Chicago,IL,60646,449900,4.0,2.5,CHI - Norwood Park,,0,1924,10,,0.00,Active,,,https://www.redfin.com/IL/Chicago/5846-N-Mobile-Ave-60646/home/187476913,MRED as Distributed by MLS Grid,11963289,N,Y,41.987891100000000,-87.785515400000000,87,3155,2733,HITCH,TAFT HS,26,5
MLS Listing,,Multi-Family (2-4 Unit),5632 N Marmora Ave,Chicago,IL,60646,549999,6.0,3.0,CHI - Jefferson Park,,10890,1921,6,,0.00,Active,,,https://www.redfin.com/IL/Chicago/5632-N-Marmora-Ave-60646/home/13509721,MRED as Distributed by MLS Grid,11966476,N,Y,41.983916600000000,-87.775920100000000,679,4248,2599,HITCH,TAFT HS,19,6
MLS Listing,,Single Family Residential,6149 N Meade Ave,Chicago,IL,60646,525000,3.0,1.5,CHI - Norwood Park,1400.0,3898,1949,11,375.0,0.00,Active,,,https://www.redfin.com/IL/Chicago/6149-N-Meade-Ave-60646/home/13511233,MRED as Distributed by MLS Grid,11967377,N,Y,41.993380600000000,-87.780109200000000,119,3869,3607,HITCH,TAFT HS,9,7
MLS Listing,,Single Family Residential,5245 N Austin Ave,Chicago,IL,60630,489000,3.0,2.0,CHI - Jefferson Park,2000.0,3743,1964,53,245.0,0.00,Active,,,https://www.redfin.com/IL/Chicago/5245-N-Austin-Ave-60630/home/13502492,MRED as Distributed by MLS Grid,11946697,N,Y,41.977007600000000,-87.777861000000000,41,4102,2117,HITCH,TAFT HS,23,8
MLS Listing,,Single Family Residential,5242 N Mulligan Ave,Chicago,IL,60630,774900,4.0,3.5,CHI - Jefferson Park,3600.0,0,2023,53,215.0,0.00,Active,,,https://www.redfin.com/IL/Chicago/5242-N-Mulligan-Ave-60630/home/188908550,MRED as Distributed by MLS Grid,11946446,N,Y,41.976891100000000,-87.786919900000000,824,3366,2578,HITCH,TAFT HS,31,4
MLS Listing,,Single Family Residential,6023 N Menard Ave,Chicago,IL,60646,595000,4.0,2.0,CHI - Jefferson Park,2226.0,0,1936,20,267.0,0.00,Active,February-4-2024 12:00 PM,February-4-2024 03:00 PM,https://www.redfin.com/IL/Chicago/6023-N-Menard-Ave-60646/home/13511883,MRED as Distributed by MLS Grid,11961628,N,Y,41.991006100000000,-87.772385500000000,640,4650,3308,HITCH,TAFT HS,11,2
MLS Listing,,Vacant Land,5956 W Higgins Ave,Chicago,IL,60630,549000,,,CHI - Jefferson Park,,0,0,416,,0.00,Active,,,https://www.redfin.com/IL/Chicago/5956-W-Higgins-Ave-60630/home/21879620,MRED as Distributed by MLS Grid,11688467,N,Y,41.973207400000000,-87.777961100000000,380,3658,1939,HITCH,TAFT HS,30,5
MLS Listing,,Single Family Residential,5700 N Merrimac Ave,Chicago,IL,60646,510000,4.0,2.5,CHI - Norwood Park,1672.0,3484,1951,31,305.0,0.00,Active,February-4-2024 01:00 PM,February-4-2024 03:00 PM,https://www.redfin.com/IL/Chicago/5700-N-Merrimac-Ave-60646/home/13509822,MRED as Distributed by MLS Grid,11953733,N,Y,41.984881200000000,-87.784307400000000,549,3304,2763,HITCH,TAFT HS,28,1
MLS Listing,,Single Family Residential,5729 N Merrimac Ave,Chicago,IL,60646,869000,4.0,3.5,CHI - Norwood Park,3300.0,3720,2023,3,263.0,0.00,Active,,,https://www.redfin.com/IL/Chicago/5729-N-Merrimac-Ave-60646/home/187080126,MRED as Distributed by MLS Grid,11972387,N,Y,41.985563100000000,-87.783530400000000,477,3382,2865,HITCH,TAFT HS,27,1
MLS Listing,,Single Family Residential,5726 N Mobile Ave,Chicago,IL,60646,549900,4.0,3.0,CHI - Norwood Park,2100.0,3875,1912,33,262.0,0.00,Active,,,https://www.redfin.com/IL/Chicago/5726-N-Mobile-Ave-60646/home/13511417,MRED as Distributed by MLS Grid,11953919,N,Y,41.985562700000000,-87.785537000000000,435,3159,2645,HITCH,TAFT HS,28,1
MLS Listing,,Vacant Land,4828 W Cortez St,Chicago,IL,60651,39000,,,CHI - Austin,,3125,0,31,,0.00,Active,,,https://www.redfin.com/IL/Chicago/4828-W-Cortez-St-60651/home/148043967,MRED as Distributed by MLS Grid,11955943,N,Y,41.899855000000000,-87.747085000000000,778,3304,2012,MCNAIR,ORR HS,39,0
MLS Listing,,Single Family Residential,944 N Lawler Ave,Chicago,IL,60651,205000,4.0,1.5,CHI - Austin,1734.0,3750,0,17,118.0,0.00,Active,,,https://www.redfin.com/IL/Chicago/944-N-Lawler-Ave-60651/home/13279436,MRED as Distributed by MLS Grid,11963746,N,Y,41.898104800000000,-87.752373600000000,799,3759,1662,MCNAIR,ORR HS,48,3
MLS Listing,,Multi-Family (2-4 Unit),1113 N Lawler Ave,Chicago,IL,60651,306000,6.0,3.0,CHI - Austin,,0,1922,12,,0.00,Active,,,https://www.redfin.com/IL/Chicago/1113-N-Lawler-Ave-60651/home/189498603,MRED as Distributed by MLS Grid,11959536,N,Y,41.900953700000000,-87.751767300000000,479,3847,2093,MCNAIR,ORR HS,46,1
MLS Listing,,Multi-Family (2-4 Unit),1019 N Leamington Ave,Chicago,IL,60651,285000,4.0,2.0,CHI - Austin,,37897,1918,39,,0.00,Active,,,https://www.redfin.com/IL/Chicago/1019-N-Leamington-Ave-60651/home/185881641,MRED as Distributed by MLS Grid,11951749,N,Y,41.899231400000000,-87.754198500000000,733,4004,1807,MCNAIR,ORR HS,45,3
MLS Listing,,Multi-Family (2-4 Unit),4819 W Rice St,Chicago,IL,60651,425000,6.0,3.0,CHI - Austin,,3990,1909,29,,0.00,Active,February-4-2024 12:00 PM,February-4-2024 02:00 PM,https://www.redfin.com/IL/Chicago/4819-W-Rice-St-60651/home/13278007,MRED as Distributed by MLS Grid,11957101,N,Y,41.895736500000000,-87.746710900000000,630,3054,1397,MCNAIR,ORR HS,29,0
MLS Listing,,Multi-Family (2-4 Unit),4918 W Iowa St,Chicago,IL,60651,405000,8.0,3.0,Austin Village,,10890,1910,4,,0.00,Active,,,https://www.redfin.com/IL/Chicago/4918-W-Iowa-St-60651/home/183713478,MRED as Distributed by MLS Grid,11971566,N,Y,41.896994500000000,-87.749122500000000,838,3364,1609,MCNAIR,ORR HS,44,2
MLS Listing,,Multi-Family (2-4 Unit),938 N Leclaire Ave,Chicago,IL,60651,418900,6.0,3.0,CHI - Austin,,3049,1916,17,,0.00,Active,,,https://www.redfin.com/IL/Chicago/938-N-LeClaire-Ave-60651/home/13279157,MRED as Distributed by MLS Grid,11963479,N,Y,41.897933100000000,-87.753507900000000,748,3872,1619,MCNAIR,ORR HS,46,3
MLS Listing,,Multi-Family (2-4 Unit),1121 N Leclaire Ave,Chicago,IL,60651,449900,14.0,4.0,CHI - Austin,,0,1925,61,,0.00,Active,,,https://www.redfin.com/IL/Chicago/1121-N-LeClaire-Ave-60651/home/13279734,MRED as Distributed by MLS Grid,11941906,N,Y,41.901183000000000,-87.753016200000000,443,3988,2108,MCNAIR,ORR HS,41,1
